"","X","st","log.inv.age1","log.inv.prec.age1","agegrp","period","N_swabs","pop_offset_IPD","IPD_blurred","N_carr_blurred"
"303",303,"23B",1.70435701191469,4.99605031799245,3,3,3259,2435.0243034,7,127
"304",304,"23B",1.70435701191469,4.99605031799245,4,1,1918,2302.9794375,6,44
"305",305,"23F",2.89454430763094,14.2852522679425,3,1,1918,3693.6125,6,42
"306",306,"23F",2.89454430763094,14.2852522679425,4,1,1918,2302.9794375,6,40
"307",307,"23F",2.89454430763094,14.2852522679425,3,0,1077,4963.884,4,61
"308",308,"23F",2.89454430763094,14.2852522679425,1,2,3329,1610.316,1,9
"309",309,"23F",2.89454430763094,14.2852522679425,1,3,3259,682.89472565,5,6
"310",310,"23F",2.89454430763094,14.2852522679425,4,2,3329,4206.696,5,5
"311",311,"23F",2.89454430763094,14.2852522679425,2,2,3329,5094.192,4,4
"312",312,"23F",2.89454430763094,14.2852522679425,1,1,1918,1070.6159375,6,39
"313",313,"23F",2.89454430763094,14.2852522679425,4,0,1077,2755.251,9,64
"314",314,"23F",2.89454430763094,14.2852522679425,3,2,3329,5747.136,2,2
"315",315,"23F",2.89454430763094,14.2852522679425,1,0,1077,1559.511,21,61
"316",316,"23F",2.89454430763094,14.2852522679425,2,3,3259,2046.5561435,7,8
"317",317,"23F",2.89454430763094,14.2852522679425,4,3,3259,1899.7218255,7,7
"318",318,"23F",2.89454430763094,14.2852522679425,2,0,1077,4685.025,3,63
"319",319,"23F",2.89454430763094,14.2852522679425,2,1,1918,3547.3925625,4,39
"320",320,"23F",2.89454430763094,14.2852522679425,3,3,3259,2435.0243034,7,6
"321",321,"3",3.22098838251506,13.6573495817855,3,2,3329,5747.136,10,57
"322",322,"3",3.22098838251506,13.6573495817855,2,2,3329,5094.192,5,61
"323",323,"3",3.22098838251506,13.6573495817855,3,3,3259,2435.0243034,6,37
"324",324,"3",3.22098838251506,13.6573495817855,3,1,1918,3693.6125,7,52
"325",325,"3",3.22098838251506,13.6573495817855,4,1,1918,2302.9794375,24,56
"326",326,"3",3.22098838251506,13.6573495817855,1,0,1077,1559.511,3,10
"327",327,"3",3.22098838251506,13.6573495817855,2,1,1918,3547.3925625,15,58
"328",328,"3",3.22098838251506,13.6573495817855,4,2,3329,4206.696,37,57
"329",329,"3",3.22098838251506,13.6573495817855,3,0,1077,4963.884,9,10
"330",330,"3",3.22098838251506,13.6573495817855,4,0,1077,2755.251,26,13
"331",331,"3",3.22098838251506,13.6573495817855,1,2,3329,1610.316,16,62
"332",332,"3",3.22098838251506,13.6573495817855,4,3,3259,1899.7218255,21,30
"333",333,"3",3.22098838251506,13.6573495817855,2,3,3259,2046.5561435,7,39
"334",334,"3",3.22098838251506,13.6573495817855,1,1,1918,1070.6159375,10,54
"335",335,"3",3.22098838251506,13.6573495817855,2,0,1077,4685.025,4,9
"336",336,"3",3.22098838251506,13.6573495817855,1,3,3259,682.89472565,7,33
"337",337,"31",1.76843983317045,1.68686819981686,2,2,3329,5094.192,6,37
"338",338,"31",1.76843983317045,1.68686819981686,4,1,1918,2302.9794375,9,21
"339",339,"31",1.76843983317045,1.68686819981686,4,3,3259,1899.7218255,7,50
"340",340,"31",1.76843983317045,1.68686819981686,1,3,3259,682.89472565,10,50
"341",341,"31",1.76843983317045,1.68686819981686,1,1,1918,1070.6159375,5,22
"342",342,"31",1.76843983317045,1.68686819981686,1,0,1077,1559.511,2,19
"343",343,"31",1.76843983317045,1.68686819981686,2,3,3259,2046.5561435,5,51
"344",344,"31",1.76843983317045,1.68686819981686,3,2,3329,5747.136,3,38
"345",345,"31",1.76843983317045,1.68686819981686,3,0,1077,4963.884,5,24
"346",346,"31",1.76843983317045,1.68686819981686,2,1,1918,3547.3925625,4,20
"347",347,"31",1.76843983317045,1.68686819981686,4,2,3329,4206.696,15,39
"348",348,"31",1.76843983317045,1.68686819981686,1,2,3329,1610.316,5,44
"349",349,"31",1.76843983317045,1.68686819981686,2,0,1077,4685.025,3,21
"350",350,"31",1.76843983317045,1.68686819981686,3,1,1918,3693.6125,7,20
"351",351,"31",1.76843983317045,1.68686819981686,4,0,1077,2755.251,9,19
"352",352,"31",1.76843983317045,1.68686819981686,3,3,3259,2435.0243034,9,50
"353",353,"33F",2.1982962477447,3.88344824805333,1,2,3329,1610.316,7,49
"354",354,"33F",2.1982962477447,3.88344824805333,4,1,1918,2302.9794375,5,28
"355",355,"33F",2.1982962477447,3.88344824805333,2,3,3259,2046.5561435,6,19
"356",356,"33F",2.1982962477447,3.88344824805333,1,3,3259,682.89472565,10,16
"357",357,"33F",2.1982962477447,3.88344824805333,3,0,1077,4963.884,6,15
"358",358,"33F",2.1982962477447,3.88344824805333,2,0,1077,4685.025,4,12
"359",359,"33F",2.1982962477447,3.88344824805333,3,1,1918,3693.6125,6,28
"360",360,"33F",2.1982962477447,3.88344824805333,2,1,1918,3547.3925625,7,25
"361",361,"33F",2.1982962477447,3.88344824805333,2,2,3329,5094.192,3,50
"362",362,"33F",2.1982962477447,3.88344824805333,3,3,3259,2435.0243034,4,18
"363",363,"33F",2.1982962477447,3.88344824805333,1,0,1077,1559.511,10,14
"364",364,"33F",2.1982962477447,3.88344824805333,4,2,3329,4206.696,13,46
"365",365,"33F",2.1982962477447,3.88344824805333,4,0,1077,2755.251,5,14
"366",366,"33F",2.1982962477447,3.88344824805333,4,3,3259,1899.7218255,7,17
"367",367,"33F",2.1982962477447,3.88344824805333,3,2,3329,5747.136,5,48
"368",368,"33F",2.1982962477447,3.88344824805333,1,1,1918,1070.6159375,2,29
"369",369,"34",1.47088110245655,1.07028853203311,4,0,1077,2755.251,5,15
"370",370,"34",1.47088110245655,1.07028853203311,3,3,3259,2435.0243034,5,45
"371",371,"34",1.47088110245655,1.07028853203311,2,1,1918,3547.3925625,4,19
"372",372,"34",1.47088110245655,1.07028853203311,2,2,3329,5094.192,4,61
"373",373,"34",1.47088110245655,1.07028853203311,3,2,3329,5747.136,7,62
"374",374,"34",1.47088110245655,1.07028853203311,3,1,1918,3693.6125,7,21
"375",375,"34",1.47088110245655,1.07028853203311,2,0,1077,4685.025,5,14
"376",376,"34",1.47088110245655,1.07028853203311,1,2,3329,1610.316,10,63
"377",377,"34",1.47088110245655,1.07028853203311,4,2,3329,4206.696,8,65
"378",378,"34",1.47088110245655,1.07028853203311,4,1,1918,2302.9794375,3,21
"379",379,"34",1.47088110245655,1.07028853203311,3,0,1077,4963.884,4,9
"380",380,"34",1.47088110245655,1.07028853203311,4,3,3259,1899.7218255,10,47
"381",381,"34",1.47088110245655,1.07028853203311,1,1,1918,1070.6159375,5,18
"382",382,"34",1.47088110245655,1.07028853203311,1,3,3259,682.89472565,6,48
"383",383,"34",1.47088110245655,1.07028853203311,2,3,3259,2046.5561435,4,46
"384",384,"34",1.47088110245655,1.07028853203311,1,0,1077,1559.511,7,9
"385",385,"35A",2.19186301243078,0.47493647654937,2,1,1918,3547.3925625,5,15
"386",386,"35A",2.19186301243078,0.47493647654937,1,1,1918,1070.6159375,8,14
"387",387,"35A",2.19186301243078,0.47493647654937,4,3,3259,1899.7218255,4,19
"388",388,"35A",2.19186301243078,0.47493647654937,1,3,3259,682.89472565,4,21
"389",389,"35A",2.19186301243078,0.47493647654937,4,0,1077,2755.251,3,10
"390",390,"35A",2.19186301243078,0.47493647654937,4,2,3329,4206.696,5,49
"391",391,"35A",2.19186301243078,0.47493647654937,1,2,3329,1610.316,10,51
"392",392,"35A",2.19186301243078,0.47493647654937,4,1,1918,2302.9794375,4,12
"393",393,"35A",2.19186301243078,0.47493647654937,3,0,1077,4963.884,7,8
"394",394,"35A",2.19186301243078,0.47493647654937,2,2,3329,5094.192,7,50
"395",395,"35A",2.19186301243078,0.47493647654937,1,0,1077,1559.511,2,7
"396",396,"35A",2.19186301243078,0.47493647654937,3,2,3329,5747.136,4,52
"397",397,"35A",2.19186301243078,0.47493647654937,3,1,1918,3693.6125,4,17
"398",398,"35A",2.19186301243078,0.47493647654937,2,3,3259,2046.5561435,2,19
"399",399,"35A",2.19186301243078,0.47493647654937,2,0,1077,4685.025,2,11
"400",400,"35A",2.19186301243078,0.47493647654937,3,3,3259,2435.0243034,11,18
"401",401,"35B",1.46528270120394,4.45445478728149,3,3,3259,2435.0243034,10,127
"402",402,"35B",1.46528270120394,4.45445478728149,2,1,1918,3547.3925625,3,108
"403",403,"35B",1.46528270120394,4.45445478728149,3,1,1918,3693.6125,9,108
"404",404,"35B",1.46528270120394,4.45445478728149,1,0,1077,1559.511,5,22
"405",405,"35B",1.46528270120394,4.45445478728149,3,0,1077,4963.884,4,21
"406",406,"35B",1.46528270120394,4.45445478728149,4,0,1077,2755.251,9,23
"407",407,"35B",1.46528270120394,4.45445478728149,1,1,1918,1070.6159375,9,104
"408",408,"35B",1.46528270120394,4.45445478728149,4,3,3259,1899.7218255,4,132
"409",409,"35B",1.46528270120394,4.45445478728149,2,0,1077,4685.025,5,23
"410",410,"35B",1.46528270120394,4.45445478728149,1,3,3259,682.89472565,6,131
"411",411,"35B",1.46528270120394,4.45445478728149,3,2,3329,5747.136,4,111
"412",412,"35B",1.46528270120394,4.45445478728149,4,1,1918,2302.9794375,8,107
"413",413,"35B",1.46528270120394,4.45445478728149,1,2,3329,1610.316,5,111
"414",414,"35B",1.46528270120394,4.45445478728149,4,2,3329,4206.696,12,113
"415",415,"35B",1.46528270120394,4.45445478728149,2,3,3259,2046.5561435,5,130
"416",416,"35B",1.46528270120394,4.45445478728149,2,2,3329,5094.192,3,110
"417",417,"35F",2.1762923941755,0.476051520645888,1,0,1077,1559.511,9,25
"418",418,"35F",2.1762923941755,0.476051520645888,2,2,3329,5094.192,4,54
"419",419,"35F",2.1762923941755,0.476051520645888,3,2,3329,5747.136,5,55
"420",420,"35F",2.1762923941755,0.476051520645888,3,3,3259,2435.0243034,1,40
"421",421,"35F",2.1762923941755,0.476051520645888,2,3,3259,2046.5561435,5,39
"422",422,"35F",2.1762923941755,0.476051520645888,3,1,1918,3693.6125,6,28
"423",423,"35F",2.1762923941755,0.476051520645888,4,0,1077,2755.251,8,21
"424",424,"35F",2.1762923941755,0.476051520645888,1,2,3329,1610.316,4,55
"425",425,"35F",2.1762923941755,0.476051520645888,4,2,3329,4206.696,8,55
"426",426,"35F",2.1762923941755,0.476051520645888,4,1,1918,2302.9794375,6,26
"427",427,"35F",2.1762923941755,0.476051520645888,3,0,1077,4963.884,4,24
"428",428,"35F",2.1762923941755,0.476051520645888,1,3,3259,682.89472565,4,40
"429",429,"35F",2.1762923941755,0.476051520645888,4,3,3259,1899.7218255,3,38
"430",430,"35F",2.1762923941755,0.476051520645888,2,0,1077,4685.025,7,23
"431",431,"35F",2.1762923941755,0.476051520645888,1,1,1918,1070.6159375,9,27
"432",432,"35F",2.1762923941755,0.476051520645888,2,1,1918,3547.3925625,5,28
"433",433,"37",2.21037297668777,0.47180673547039,1,1,1918,1070.6159375,4,10
"434",434,"37",2.21037297668777,0.47180673547039,2,0,1077,4685.025,12,9
"435",435,"37",2.21037297668777,0.47180673547039,1,2,3329,1610.316,3,11
"436",436,"37",2.21037297668777,0.47180673547039,4,1,1918,2302.9794375,7,8
"437",437,"37",2.21037297668777,0.47180673547039,4,0,1077,2755.251,2,6
"438",438,"37",2.21037297668777,0.47180673547039,2,2,3329,5094.192,5,8
"439",439,"37",2.21037297668777,0.47180673547039,3,1,1918,3693.6125,2,7
"440",440,"37",2.21037297668777,0.47180673547039,4,2,3329,4206.696,4,7
"441",441,"37",2.21037297668777,0.47180673547039,4,3,3259,1899.7218255,4,11
"442",442,"37",2.21037297668777,0.47180673547039,1,3,3259,682.89472565,5,14
"443",443,"37",2.21037297668777,0.47180673547039,1,0,1077,1559.511,6,9
"444",444,"37",2.21037297668777,0.47180673547039,3,0,1077,4963.884,3,10
"445",445,"37",2.21037297668777,0.47180673547039,2,3,3259,2046.5561435,7,11
"446",446,"37",2.21037297668777,0.47180673547039,3,2,3329,5747.136,6,11
"447",447,"37",2.21037297668777,0.47180673547039,3,3,3259,2435.0243034,6,8
"448",448,"37",2.21037297668777,0.47180673547039,2,1,1918,3547.3925625,3,7
"449",449,"38",2.73707613830459,3.64629548732217,2,3,3259,2046.5561435,4,30
"450",450,"38",2.73707613830459,3.64629548732217,3,3,3259,2435.0243034,6,27
"451",451,"38",2.73707613830459,3.64629548732217,2,1,1918,3547.3925625,5,22
"452",452,"38",2.73707613830459,3.64629548732217,1,0,1077,1559.511,6,9
"453",453,"38",2.73707613830459,3.64629548732217,3,2,3329,5747.136,3,27
"454",454,"38",2.73707613830459,3.64629548732217,4,1,1918,2302.9794375,4,21
"455",455,"38",2.73707613830459,3.64629548732217,4,0,1077,2755.251,8,7
"456",456,"38",2.73707613830459,3.64629548732217,1,2,3329,1610.316,9,25
"457",457,"38",2.73707613830459,3.64629548732217,2,0,1077,4685.025,7,5
"458",458,"38",2.73707613830459,3.64629548732217,2,2,3329,5094.192,6,27
"459",459,"38",2.73707613830459,3.64629548732217,3,0,1077,4963.884,3,8
"460",460,"38",2.73707613830459,3.64629548732217,3,1,1918,3693.6125,3,21
"461",461,"38",2.73707613830459,3.64629548732217,1,3,3259,682.89472565,10,34
"462",462,"38",2.73707613830459,3.64629548732217,1,1,1918,1070.6159375,6,23
"463",463,"38",2.73707613830459,3.64629548732217,4,2,3329,4206.696,11,28
"464",464,"38",2.73707613830459,3.64629548732217,4,3,3259,1899.7218255,5,31
"465",465,"4",4.36068376226502,13.3667344181792,1,1,1918,1070.6159375,11,20
"466",466,"4",4.36068376226502,13.3667344181792,1,2,3329,1610.316,4,11
"467",467,"4",4.36068376226502,13.3667344181792,3,1,1918,3693.6125,4,18
"468",468,"4",4.36068376226502,13.3667344181792,4,2,3329,4206.696,6,10
"469",469,"4",4.36068376226502,13.3667344181792,2,3,3259,2046.5561435,4,4
"470",470,"4",4.36068376226502,13.3667344181792,4,1,1918,2302.9794375,15,13
"471",471,"4",4.36068376226502,13.3667344181792,2,2,3329,5094.192,2,8
"472",472,"4",4.36068376226502,13.3667344181792,4,3,3259,1899.7218255,8,4
"473",473,"4",4.36068376226502,13.3667344181792,1,3,3259,682.89472565,5,4
"474",474,"4",4.36068376226502,13.3667344181792,3,3,3259,2435.0243034,6,3
"475",475,"4",4.36068376226502,13.3667344181792,2,1,1918,3547.3925625,7,16
"476",476,"4",4.36068376226502,13.3667344181792,4,0,1077,2755.251,28,18
"477",477,"4",4.36068376226502,13.3667344181792,3,2,3329,5747.136,6,10
"478",478,"4",4.36068376226502,13.3667344181792,1,0,1077,1559.511,19,18
"479",479,"4",4.36068376226502,13.3667344181792,3,0,1077,4963.884,14,16
"480",480,"4",4.36068376226502,13.3667344181792,2,0,1077,4685.025,7,15
"481",481,"6A/C",1.83253359635872,16.1574896232387,2,1,1918,3547.3925625,3,141
"482",482,"6A/C",1.83253359635872,16.1574896232387,3,3,3259,2435.0243034,7,121
"483",483,"6A/C",1.83253359635872,16.1574896232387,3,1,1918,3693.6125,11,141
"484",484,"6A/C",1.83253359635872,16.1574896232387,1,1,1918,1070.6159375,12,136
"485",485,"6A/C",1.83253359635872,16.1574896232387,4,0,1077,2755.251,23,98
"486",486,"6A/C",1.83253359635872,16.1574896232387,2,3,3259,2046.5561435,2,119
"487",487,"6A/C",1.83253359635872,16.1574896232387,4,3,3259,1899.7218255,11,122
"488",488,"6A/C",1.83253359635872,16.1574896232387,3,0,1077,4963.884,8,102
"489",489,"6A/C",1.83253359635872,16.1574896232387,1,3,3259,682.89472565,4,127
"490",490,"6A/C",1.83253359635872,16.1574896232387,1,2,3329,1610.316,9,194
"491",491,"6A/C",1.83253359635872,16.1574896232387,4,2,3329,4206.696,25,192
"492",492,"6A/C",1.83253359635872,16.1574896232387,2,2,3329,5094.192,2,191
"493",493,"6A/C",1.83253359635872,16.1574896232387,3,2,3329,5747.136,8,195
"494",494,"6A/C",1.83253359635872,16.1574896232387,1,0,1077,1559.511,16,102
"495",495,"6A/C",1.83253359635872,16.1574896232387,2,0,1077,4685.025,5,99
"496",496,"6A/C",1.83253359635872,16.1574896232387,4,1,1918,2302.9794375,26,140
"497",497,"6B",3.17672286306963,25.6812965091628,2,0,1077,4685.025,3,75
"498",498,"6B",3.17672286306963,25.6812965091628,3,1,1918,3693.6125,3,65
"499",499,"6B",3.17672286306963,25.6812965091628,3,0,1077,4963.884,7,72
"500",500,"6B",3.17672286306963,25.6812965091628,4,0,1077,2755.251,13,76
"501",501,"6B",3.17672286306963,25.6812965091628,4,3,3259,1899.7218255,4,10
"502",502,"6B",3.17672286306963,25.6812965091628,4,1,1918,2302.9794375,9,66
"503",503,"6B",3.17672286306963,25.6812965091628,1,1,1918,1070.6159375,12,62
"504",504,"6B",3.17672286306963,25.6812965091628,3,2,3329,5747.136,2,11
"505",505,"6B",3.17672286306963,25.6812965091628,1,2,3329,1610.316,4,9
"506",506,"6B",3.17672286306963,25.6812965091628,2,3,3259,2046.5561435,3,5
"507",507,"6B",3.17672286306963,25.6812965091628,2,2,3329,5094.192,5,8
"508",508,"6B",3.17672286306963,25.6812965091628,1,3,3259,682.89472565,5,4
"509",509,"6B",3.17672286306963,25.6812965091628,3,3,3259,2435.0243034,9,5
"510",510,"6B",3.17672286306963,25.6812965091628,4,2,3329,4206.696,7,13
"511",511,"6B",3.17672286306963,25.6812965091628,2,1,1918,3547.3925625,5,63
"512",512,"6B",3.17672286306963,25.6812965091628,1,0,1077,1559.511,27,72
"513",513,"7C",1.66401480650795,1.08370767101259,2,3,3259,2046.5561435,7,74
"514",514,"7C",1.66401480650795,1.08370767101259,1,0,1077,1559.511,4,7
"515",515,"7C",1.66401480650795,1.08370767101259,4,3,3259,1899.7218255,6,77
"516",516,"7C",1.66401480650795,1.08370767101259,3,2,3329,5747.136,4,44
"517",517,"7C",1.66401480650795,1.08370767101259,4,1,1918,2302.9794375,7,4
"518",518,"7C",1.66401480650795,1.08370767101259,3,1,1918,3693.6125,7,3
"519",519,"7C",1.66401480650795,1.08370767101259,1,1,1918,1070.6159375,2,9
"520",520,"7C",1.66401480650795,1.08370767101259,3,0,1077,4963.884,9,9
"521",521,"7C",1.66401480650795,1.08370767101259,2,0,1077,4685.025,4,6
"522",522,"7C",1.66401480650795,1.08370767101259,2,2,3329,5094.192,4,45
"523",523,"7C",1.66401480650795,1.08370767101259,4,0,1077,2755.251,4,9
"524",524,"7C",1.66401480650795,1.08370767101259,2,1,1918,3547.3925625,1,8
"525",525,"7C",1.66401480650795,1.08370767101259,1,3,3259,682.89472565,5,77
"526",526,"7C",1.66401480650795,1.08370767101259,1,2,3329,1610.316,7,45
"527",527,"7C",1.66401480650795,1.08370767101259,4,2,3329,4206.696,11,46
"528",528,"7C",1.66401480650795,1.08370767101259,3,3,3259,2435.0243034,1,77
"529",529,"7F",5.31252817494849,20.5059304428014,1,1,1918,1070.6159375,28,25
"530",530,"7F",5.31252817494849,20.5059304428014,2,0,1077,4685.025,5,5
"531",531,"7F",5.31252817494849,20.5059304428014,3,2,3329,5747.136,27,15
"532",532,"7F",5.31252817494849,20.5059304428014,2,3,3259,2046.5561435,6,10
"533",533,"7F",5.31252817494849,20.5059304428014,1,3,3259,682.89472565,6,14
"534",534,"7F",5.31252817494849,20.5059304428014,3,0,1077,4963.884,8,5
"535",535,"7F",5.31252817494849,20.5059304428014,4,3,3259,1899.7218255,15,9
"536",536,"7F",5.31252817494849,20.5059304428014,4,2,3329,4206.696,57,19
"537",537,"7F",5.31252817494849,20.5059304428014,3,3,3259,2435.0243034,7,10
"538",538,"7F",5.31252817494849,20.5059304428014,2,2,3329,5094.192,12,14
"539",539,"7F",5.31252817494849,20.5059304428014,2,1,1918,3547.3925625,9,27
"540",540,"7F",5.31252817494849,20.5059304428014,4,0,1077,2755.251,17,7
"541",541,"7F",5.31252817494849,20.5059304428014,3,1,1918,3693.6125,18,25
"542",542,"7F",5.31252817494849,20.5059304428014,1,0,1077,1559.511,9,4
"543",543,"7F",5.31252817494849,20.5059304428014,4,1,1918,2302.9794375,30,29
"544",544,"7F",5.31252817494849,20.5059304428014,1,2,3329,1610.316,28,15
"545",545,"8",3.02733239117859,3.4603466103285,3,3,3259,2435.0243034,11,20
"546",546,"8",3.02733239117859,3.4603466103285,1,0,1077,1559.511,11,9
"547",547,"8",3.02733239117859,3.4603466103285,4,2,3329,4206.696,30,12
"548",548,"8",3.02733239117859,3.4603466103285,2,1,1918,3547.3925625,8,17
"549",549,"8",3.02733239117859,3.4603466103285,4,3,3259,1899.7218255,17,16
"550",550,"8",3.02733239117859,3.4603466103285,3,2,3329,5747.136,10,14
"551",551,"8",3.02733239117859,3.4603466103285,3,1,1918,3693.6125,13,18
"552",552,"8",3.02733239117859,3.4603466103285,2,0,1077,4685.025,4,4
"553",553,"8",3.02733239117859,3.4603466103285,1,2,3329,1610.316,6,11
"554",554,"8",3.02733239117859,3.4603466103285,3,0,1077,4963.884,14,4
"555",555,"8",3.02733239117859,3.4603466103285,1,1,1918,1070.6159375,6,18
"556",556,"8",3.02733239117859,3.4603466103285,4,1,1918,2302.9794375,18,16
"557",557,"8",3.02733239117859,3.4603466103285,2,3,3259,2046.5561435,7,16
"558",558,"8",3.02733239117859,3.4603466103285,4,0,1077,2755.251,19,3
"559",559,"8",3.02733239117859,3.4603466103285,1,3,3259,682.89472565,6,20
"560",560,"8",3.02733239117859,3.4603466103285,2,2,3329,5094.192,4,11
"561",561,"9N",2.61298413694988,1.0566217211837,3,1,1918,3693.6125,2,4
"562",562,"9N",2.61298413694988,1.0566217211837,3,0,1077,4963.884,8,11
"563",563,"9N",2.61298413694988,1.0566217211837,1,3,3259,682.89472565,7,26
"564",564,"9N",2.61298413694988,1.0566217211837,1,0,1077,1559.511,4,5
"565",565,"9N",2.61298413694988,1.0566217211837,4,0,1077,2755.251,7,7
"566",566,"9N",2.61298413694988,1.0566217211837,4,1,1918,2302.9794375,7,9
"567",567,"9N",2.61298413694988,1.0566217211837,2,1,1918,3547.3925625,4,4
"568",568,"9N",2.61298413694988,1.0566217211837,3,3,3259,2435.0243034,7,27
"569",569,"9N",2.61298413694988,1.0566217211837,3,2,3329,5747.136,6,13
"570",570,"9N",2.61298413694988,1.0566217211837,4,2,3329,4206.696,11,11
"571",571,"9N",2.61298413694988,1.0566217211837,1,1,1918,1070.6159375,5,3
"572",572,"9N",2.61298413694988,1.0566217211837,2,3,3259,2046.5561435,8,28
"573",573,"9N",2.61298413694988,1.0566217211837,2,0,1077,4685.025,5,1
"574",574,"9N",2.61298413694988,1.0566217211837,4,3,3259,1899.7218255,9,25
"575",575,"9N",2.61298413694988,1.0566217211837,1,2,3329,1610.316,9,13
"576",576,"9N",2.61298413694988,1.0566217211837,2,2,3329,5094.192,6,14
"577",577,"9V",3.66023795543314,14.7551130247795,3,0,1077,4963.884,4,37
"578",578,"9V",3.66023795543314,14.7551130247795,3,1,1918,3693.6125,4,18
"579",579,"9V",3.66023795543314,14.7551130247795,2,2,3329,5094.192,6,10
"580",580,"9V",3.66023795543314,14.7551130247795,4,3,3259,1899.7218255,6,8
"581",581,"9V",3.66023795543314,14.7551130247795,4,0,1077,2755.251,19,36
"582",582,"9V",3.66023795543314,14.7551130247795,2,3,3259,2046.5561435,7,6
"583",583,"9V",3.66023795543314,14.7551130247795,1,0,1077,1559.511,24,32
"584",584,"9V",3.66023795543314,14.7551130247795,4,2,3329,4206.696,7,11
"585",585,"9V",3.66023795543314,14.7551130247795,2,0,1077,4685.025,9,35
"586",586,"9V",3.66023795543314,14.7551130247795,2,1,1918,3547.3925625,4,22
"587",587,"9V",3.66023795543314,14.7551130247795,3,2,3329,5747.136,9,7
"588",588,"9V",3.66023795543314,14.7551130247795,1,3,3259,682.89472565,6,4
"589",589,"9V",3.66023795543314,14.7551130247795,1,1,1918,1070.6159375,15,23
"590",590,"9V",3.66023795543314,14.7551130247795,4,1,1918,2302.9794375,8,17
"591",591,"9V",3.66023795543314,14.7551130247795,1,2,3329,1610.316,5,16
"592",592,"9V",3.66023795543314,14.7551130247795,3,3,3259,2435.0243034,2,5
"593",593,"NT",2.05365298896777,3.59797447353987,3,1,1918,3693.6125,12,11
"594",594,"NT",2.05365298896777,3.59797447353987,1,3,3259,682.89472565,3,99
"595",595,"NT",2.05365298896777,3.59797447353987,1,2,3329,1610.316,3,76
"596",596,"NT",2.05365298896777,3.59797447353987,3,3,3259,2435.0243034,11,97
"597",597,"NT",2.05365298896777,3.59797447353987,1,0,1077,1559.511,6,49
"598",598,"NT",2.05365298896777,3.59797447353987,3,0,1077,4963.884,4,55
"599",599,"NT",2.05365298896777,3.59797447353987,3,2,3329,5747.136,10,73
"600",600,"NT",2.05365298896777,3.59797447353987,2,1,1918,3547.3925625,2,7
"601",601,"NT",2.05365298896777,3.59797447353987,2,3,3259,2046.5561435,3,98
"602",602,"NT",2.05365298896777,3.59797447353987,4,3,3259,1899.7218255,8,96
"603",603,"NT",2.05365298896777,3.59797447353987,1,1,1918,1070.6159375,5,8
"604",604,"NT",2.05365298896777,3.59797447353987,2,2,3329,5094.192,5,84
"605",605,"NT",2.05365298896777,3.59797447353987,2,0,1077,4685.025,3,47
"606",606,"NT",2.05365298896777,3.59797447353987,4,0,1077,2755.251,7,49
"607",607,"NT",2.05365298896777,3.59797447353987,4,2,3329,4206.696,8,73
"608",608,"NT",2.05365298896777,3.59797447353987,4,1,1918,2302.9794375,12,11
